embedding,fpr,tpr
biomedclip,0.012594,0.16458
biomedclip,0.012782,0.16458
biomedclip,0.012782,0.166369
biomedclip,0.013722,0.166369
biomedclip,0.013722,0.169946
biomedclip,0.014286,0.169946
biomedclip,0.014286,0.173524
biomedclip,0.014474,0.173524
biomedclip,0.014474,0.177102
biomedclip,0.014662,0.177102
biomedclip,0.014662,0.182469
biomedclip,0.01485,0.182469
biomedclip,0.01485,0.184258
biomedclip,0.015038,0.184258
biomedclip,0.015038,0.186047
biomedclip,0.015226,0.186047
biomedclip,0.015226,0.187835
biomedclip,0.015414,0.187835
biomedclip,0.015414,0.191413
biomedclip,0.015602,0.191413
biomedclip,0.015602,0.193202
biomedclip,0.015789,0.193202
biomedclip,0.015789,0.194991
biomedclip,0.015977,0.194991
biomedclip,0.015977,0.19678
biomedclip,0.016729,0.19678
biomedclip,0.016729,0.198569
biomedclip,0.017293,0.198569
biomedclip,0.017293,0.203936
biomedclip,0.018045,0.203936
biomedclip,0.018045,0.207513
biomedclip,0.019173,0.207513
biomedclip,0.019173,0.209302
biomedclip,0.019925,0.209302
biomedclip,0.019925,0.211091
biomedclip,0.020865,0.211091
biomedclip,0.020865,0.21288
biomedclip,0.021617,0.21288
biomedclip,0.021617,0.216458
biomedclip,0.021805,0.216458
biomedclip,0.021805,0.220036
biomedclip,0.021992,0.220036
biomedclip,0.021992,0.221825
biomedclip,0.02218,0.221825
biomedclip,0.02218,0.225403
biomedclip,0.022556,0.225403
biomedclip,0.022556,0.227191
biomedclip,0.022932,0.227191
biomedclip,0.022932,0.22898
biomedclip,0.023496,0.22898
biomedclip,0.023496,0.230769
biomedclip,0.024436,0.230769
biomedclip,0.024436,0.232558
biomedclip,0.025,0.232558
biomedclip,0.025,0.236136
biomedclip,0.025752,0.236136
biomedclip,0.025752,0.237925
biomedclip,0.026128,0.237925
biomedclip,0.026128,0.241503
biomedclip,0.026504,0.241503
biomedclip,0.026504,0.245081
biomedclip,0.02688,0.245081
biomedclip,0.02688,0.246869
biomedclip,0.027068,0.246869
biomedclip,0.027068,0.248658
biomedclip,0.028008,0.248658
biomedclip,0.028008,0.250447
biomedclip,0.028383,0.250447
biomedclip,0.028383,0.252236
biomedclip,0.028947,0.252236
biomedclip,0.028947,0.254025
biomedclip,0.029323,0.254025
biomedclip,0.029323,0.255814
biomedclip,0.029511,0.255814
biomedclip,0.029511,0.257603
biomedclip,0.029699,0.257603
biomedclip,0.029699,0.259392
biomedclip,0.029887,0.259392
biomedclip,0.029887,0.261181
biomedclip,0.030075,0.261181
biomedclip,0.030075,0.26297
biomedclip,0.030827,0.26297
biomedclip,0.030827,0.264758
biomedclip,0.031767,0.264758
biomedclip,0.031767,0.266547
biomedclip,0.032143,0.266547
biomedclip,0.032143,0.268336
biomedclip,0.033083,0.268336
biomedclip,0.033083,0.270125
biomedclip,0.033459,0.270125
biomedclip,0.033459,0.273703
biomedclip,0.033647,0.273703
biomedclip,0.033647,0.275492
biomedclip,0.033835,0.275492
biomedclip,0.033835,0.27907
biomedclip,0.034023,0.27907
biomedclip,0.034023,0.282648
biomedclip,0.034211,0.282648
biomedclip,0.034211,0.284436
biomedclip,0.034774,0.284436
biomedclip,0.034774,0.286225
biomedclip,0.03515,0.286225
biomedclip,0.03515,0.288014
biomedclip,0.035338,0.288014
biomedclip,0.035338,0.289803
biomedclip,0.035526,0.289803
biomedclip,0.035526,0.291592
biomedclip,0.035902,0.291592
biomedclip,0.035902,0.29517
biomedclip,0.036278,0.29517
biomedclip,0.036278,0.296959
biomedclip,0.037218,0.296959
biomedclip,0.037218,0.298748
biomedclip,0.037406,0.298748
biomedclip,0.037406,0.300537
biomedclip,0.03797,0.300537
biomedclip,0.03797,0.302326
biomedclip,0.038534,0.302326
biomedclip,0.038534,0.305903
biomedclip,0.039474,0.305903
biomedclip,0.039474,0.307692
biomedclip,0.041353,0.307692
biomedclip,0.041353,0.314848
biomedclip,0.041541,0.314848
biomedclip,0.041541,0.316637
biomedclip,0.041729,0.316637
biomedclip,0.041729,0.318426
biomedclip,0.042293,0.318426
biomedclip,0.042293,0.320215
biomedclip,0.042669,0.320215
biomedclip,0.042669,0.32737
biomedclip,0.043797,0.32737
biomedclip,0.043797,0.329159
biomedclip,0.044173,0.329159
biomedclip,0.044173,0.336315
biomedclip,0.045113,0.336315
biomedclip,0.045113,0.338104
biomedclip,0.045677,0.338104
biomedclip,0.045677,0.339893
biomedclip,0.045865,0.339893
biomedclip,0.045865,0.34347
biomedclip,0.046053,0.34347
biomedclip,0.046053,0.348837
biomedclip,0.047932,0.348837
biomedclip,0.047932,0.350626
biomedclip,0.048308,0.350626
biomedclip,0.048308,0.352415
biomedclip,0.048496,0.352415
biomedclip,0.048496,0.354204
biomedclip,0.048872,0.354204
biomedclip,0.048872,0.355993
biomedclip,0.050188,0.355993
biomedclip,0.050188,0.357782
biomedclip,0.05094,0.357782
biomedclip,0.05094,0.36136
biomedclip,0.051504,0.36136
biomedclip,0.051504,0.363148
biomedclip,0.052256,0.363148
biomedclip,0.052256,0.364937
biomedclip,0.052632,0.364937
biomedclip,0.052632,0.368515
biomedclip,0.05282,0.368515
biomedclip,0.05282,0.372093
biomedclip,0.053008,0.372093
biomedclip,0.053008,0.375671
biomedclip,0.053759,0.375671
biomedclip,0.053759,0.37746
biomedclip,0.054699,0.37746
biomedclip,0.054699,0.379249
biomedclip,0.054887,0.379249
biomedclip,0.054887,0.381038
biomedclip,0.055263,0.381038
biomedclip,0.055263,0.382826
biomedclip,0.056015,0.382826
biomedclip,0.056015,0.384615
biomedclip,0.057331,0.384615
biomedclip,0.057331,0.386404
biomedclip,0.059023,0.386404
biomedclip,0.059023,0.391771
biomedclip,0.060714,0.391771
biomedclip,0.060714,0.395349
biomedclip,0.063158,0.395349
biomedclip,0.063158,0.397138
biomedclip,0.063534,0.397138
biomedclip,0.063534,0.398927
biomedclip,0.064098,0.398927
biomedclip,0.064098,0.400716
biomedclip,0.064474,0.400716
biomedclip,0.065038,0.400716
biomedclip,0.065038,0.402504
biomedclip,0.066353,0.402504
biomedclip,0.066353,0.404293
biomedclip,0.067105,0.404293
biomedclip,0.067105,0.406082
biomedclip,0.067481,0.406082
biomedclip,0.067481,0.40966
biomedclip,0.068045,0.40966
biomedclip,0.068045,0.411449
biomedclip,0.068233,0.411449
biomedclip,0.068233,0.413238
biomedclip,0.068421,0.413238
biomedclip,0.068421,0.416816
biomedclip,0.068985,0.416816
biomedclip,0.068985,0.418605
biomedclip,0.069173,0.418605
biomedclip,0.069173,0.420394
biomedclip,0.070677,0.420394
biomedclip,0.070677,0.422182
biomedclip,0.070865,0.422182
biomedclip,0.070865,0.423971
biomedclip,0.07218,0.423971
biomedclip,0.07218,0.42576
biomedclip,0.073308,0.42576
biomedclip,0.073308,0.427549
biomedclip,0.075188,0.427549
biomedclip,0.075188,0.431127
biomedclip,0.075564,0.431127
biomedclip,0.075564,0.434705
biomedclip,0.076316,0.434705
biomedclip,0.076316,0.436494
biomedclip,0.076504,0.436494
biomedclip,0.076504,0.438283
biomedclip,0.076692,0.438283
biomedclip,0.077068,0.438283
biomedclip,0.077444,0.438283
biomedclip,0.07782,0.438283
biomedclip,0.07782,0.440072
biomedclip,0.078571,0.440072
biomedclip,0.078571,0.44186
biomedclip,0.078759,0.44186
biomedclip,0.078759,0.443649
biomedclip,0.078947,0.443649
biomedclip,0.078947,0.449016
biomedclip,0.080451,0.449016
biomedclip,0.080451,0.450805
biomedclip,0.080639,0.450805
biomedclip,0.080639,0.454383
biomedclip,0.081579,0.454383
biomedclip,0.081579,0.456172
biomedclip,0.081955,0.456172
biomedclip,0.081955,0.457961
biomedclip,0.082331,0.457961
biomedclip,0.082895,0.457961
biomedclip,0.082895,0.45975
biomedclip,0.083083,0.45975
biomedclip,0.083083,0.465116
biomedclip,0.083459,0.465116
biomedclip,0.083647,0.465116
biomedclip,0.084023,0.465116
biomedclip,0.084774,0.465116
biomedclip,0.084774,0.470483
biomedclip,0.085338,0.470483
biomedclip,0.085338,0.472272
biomedclip,0.08609,0.472272
biomedclip,0.08609,0.474061
biomedclip,0.086842,0.474061
biomedclip,0.086842,0.47585
biomedclip,0.087218,0.47585
biomedclip,0.087594,0.47585
biomedclip,0.087594,0.477639
biomedclip,0.08891,0.477639
biomedclip,0.08891,0.479428
biomedclip,0.090038,0.479428
biomedclip,0.090038,0.481216
biomedclip,0.092669,0.481216
biomedclip,0.092669,0.483005
biomedclip,0.093045,0.483005
biomedclip,0.093045,0.486583
biomedclip,0.094173,0.486583
biomedclip,0.094173,0.488372
biomedclip,0.094549,0.488372
biomedclip,0.094549,0.490161
biomedclip,0.095677,0.490161
biomedclip,0.095677,0.49195
biomedclip,0.095865,0.49195
biomedclip,0.095865,0.493739
biomedclip,0.097744,0.493739
biomedclip,0.097744,0.495528
biomedclip,0.097932,0.495528
biomedclip,0.097932,0.497317
biomedclip,0.100564,0.497317
biomedclip,0.100564,0.500894
biomedclip,0.103008,0.500894
biomedclip,0.103008,0.502683
biomedclip,0.103383,0.502683
biomedclip,0.103383,0.504472
biomedclip,0.106203,0.504472
biomedclip,0.106203,0.50805
biomedclip,0.106391,0.50805
biomedclip,0.106391,0.509839
biomedclip,0.106767,0.509839
biomedclip,0.106767,0.511628
biomedclip,0.109023,0.511628
biomedclip,0.109023,0.513417
biomedclip,0.110714,0.513417
biomedclip,0.110714,0.515206
biomedclip,0.110902,0.515206
biomedclip,0.110902,0.516995
biomedclip,0.112406,0.516995
biomedclip,0.112406,0.518784
biomedclip,0.11391,0.518784
biomedclip,0.11391,0.520572
biomedclip,0.114098,0.520572
biomedclip,0.114098,0.52415
biomedclip,0.115038,0.52415
biomedclip,0.115038,0.525939
biomedclip,0.116353,0.525939
biomedclip,0.116353,0.527728
biomedclip,0.117105,0.527728
biomedclip,0.117481,0.527728
biomedclip,0.118233,0.527728
biomedclip,0.118233,0.529517
biomedclip,0.118609,0.529517
biomedclip,0.118609,0.531306
biomedclip,0.118985,0.531306
biomedclip,0.118985,0.534884
biomedclip,0.121429,0.534884
biomedclip,0.121429,0.536673
biomedclip,0.121617,0.536673
biomedclip,0.121617,0.54025
biomedclip,0.121805,0.54025
biomedclip,0.121805,0.542039
biomedclip,0.12218,0.542039
biomedclip,0.12218,0.543828
biomedclip,0.122556,0.543828
biomedclip,0.122556,0.545617
biomedclip,0.123496,0.545617
biomedclip,0.123496,0.550984
biomedclip,0.123872,0.550984
biomedclip,0.123872,0.552773
biomedclip,0.124436,0.552773
biomedclip,0.124436,0.554562
biomedclip,0.124624,0.554562
biomedclip,0.124624,0.556351
biomedclip,0.126128,0.556351
biomedclip,0.126128,0.55814
biomedclip,0.126692,0.55814
biomedclip,0.126692,0.563506
biomedclip,0.12782,0.563506
biomedclip,0.12782,0.565295
biomedclip,0.128383,0.565295
biomedclip,0.128383,0.567084
biomedclip,0.128571,0.567084
biomedclip,0.128947,0.567084
biomedclip,0.129511,0.567084
biomedclip,0.129887,0.567084
biomedclip,0.130075,0.567084
biomedclip,0.130075,0.568873
biomedclip,0.131955,0.568873
biomedclip,0.131955,0.570662
biomedclip,0.132331,0.570662
biomedclip,0.132331,0.572451
biomedclip,0.133271,0.572451
biomedclip,0.133271,0.57424
biomedclip,0.134398,0.57424
biomedclip,0.134774,0.57424
biomedclip,0.135714,0.57424
biomedclip,0.135714,0.576029
biomedclip,0.135902,0.576029
biomedclip,0.135902,0.577818
biomedclip,0.143609,0.577818
biomedclip,0.143609,0.579606
biomedclip,0.147744,0.579606
biomedclip,0.147744,0.581395
biomedclip,0.149436,0.581395
biomedclip,0.149436,0.583184
biomedclip,0.149624,0.583184
biomedclip,0.149624,0.586762
biomedclip,0.150376,0.586762
biomedclip,0.150752,0.586762
biomedclip,0.15094,0.586762
biomedclip,0.15094,0.59034
biomedclip,0.151316,0.59034
biomedclip,0.151692,0.59034
biomedclip,0.153195,0.59034
biomedclip,0.153195,0.592129
biomedclip,0.155263,0.592129
biomedclip,0.155263,0.593918
biomedclip,0.155451,0.593918
biomedclip,0.155451,0.595707
biomedclip,0.156955,0.595707
biomedclip,0.156955,0.599284
biomedclip,0.157895,0.599284
biomedclip,0.157895,0.601073
biomedclip,0.158271,0.601073
biomedclip,0.158271,0.602862
biomedclip,0.16109,0.602862
biomedclip,0.16109,0.604651
biomedclip,0.161654,0.604651
biomedclip,0.161654,0.60644
biomedclip,0.162406,0.60644
biomedclip,0.162406,0.608229
biomedclip,0.165602,0.608229
biomedclip,0.165602,0.610018
biomedclip,0.165977,0.610018
biomedclip,0.165977,0.611807
biomedclip,0.166917,0.611807
biomedclip,0.167293,0.611807
biomedclip,0.167293,0.613596
biomedclip,0.167669,0.613596
biomedclip,0.167669,0.615385
biomedclip,0.167857,0.615385
biomedclip,0.167857,0.617174
biomedclip,0.168421,0.617174
biomedclip,0.168421,0.618962
biomedclip,0.171617,0.618962
biomedclip,0.171617,0.620751
biomedclip,0.171805,0.620751
biomedclip,0.171805,0.62254
biomedclip,0.172556,0.62254
biomedclip,0.172556,0.624329
biomedclip,0.175,0.624329
biomedclip,0.175,0.626118
biomedclip,0.175188,0.626118
biomedclip,0.175188,0.627907
biomedclip,0.175564,0.627907
biomedclip,0.175564,0.629696
biomedclip,0.176128,0.629696
biomedclip,0.176128,0.631485
biomedclip,0.177632,0.631485
biomedclip,0.178008,0.631485
biomedclip,0.178383,0.631485
biomedclip,0.178383,0.633274
biomedclip,0.178759,0.633274
biomedclip,0.178759,0.635063
biomedclip,0.180075,0.635063
biomedclip,0.180075,0.636852
biomedclip,0.180263,0.636852
biomedclip,0.180263,0.640429
biomedclip,0.182707,0.640429
biomedclip,0.182707,0.642218
biomedclip,0.183647,0.642218
biomedclip,0.183647,0.644007
biomedclip,0.184211,0.644007
biomedclip,0.184211,0.645796
biomedclip,0.18609,0.645796
biomedclip,0.18609,0.647585
biomedclip,0.188722,0.647585
biomedclip,0.188722,0.649374
biomedclip,0.189286,0.649374
biomedclip,0.189286,0.651163
biomedclip,0.190977,0.651163
biomedclip,0.190977,0.652952
biomedclip,0.191165,0.652952
biomedclip,0.191165,0.654741
biomedclip,0.191353,0.654741
biomedclip,0.191353,0.65653
biomedclip,0.19718,0.65653
biomedclip,0.19718,0.658318
biomedclip,0.198308,0.658318
biomedclip,0.198308,0.660107
biomedclip,0.200564,0.660107
biomedclip,0.200564,0.661896
biomedclip,0.204887,0.661896
biomedclip,0.204887,0.663685
biomedclip,0.205075,0.663685
biomedclip,0.205075,0.665474
biomedclip,0.206203,0.665474
biomedclip,0.206203,0.667263
biomedclip,0.206391,0.667263
biomedclip,0.206391,0.669052
biomedclip,0.208459,0.669052
biomedclip,0.208459,0.670841
biomedclip,0.211654,0.670841
biomedclip,0.211654,0.674419
biomedclip,0.211842,0.674419
biomedclip,0.211842,0.676208
biomedclip,0.212406,0.676208
biomedclip,0.212782,0.676208
biomedclip,0.213346,0.676208
biomedclip,0.213346,0.679785
biomedclip,0.215414,0.679785
biomedclip,0.215789,0.679785
biomedclip,0.216541,0.679785
biomedclip,0.216917,0.679785
biomedclip,0.219173,0.679785
biomedclip,0.219173,0.681574
biomedclip,0.219737,0.681574
biomedclip,0.219737,0.683363
biomedclip,0.220677,0.683363
biomedclip,0.220677,0.685152
biomedclip,0.223872,0.685152
biomedclip,0.223872,0.686941
biomedclip,0.224248,0.686941
biomedclip,0.224248,0.68873
biomedclip,0.225,0.68873
biomedclip,0.225,0.690519
biomedclip,0.225376,0.690519
biomedclip,0.225376,0.692308
biomedclip,0.225752,0.692308
biomedclip,0.22594,0.692308
biomedclip,0.22594,0.694097
biomedclip,0.231579,0.694097
biomedclip,0.231579,0.699463
biomedclip,0.232331,0.699463
biomedclip,0.232331,0.701252
biomedclip,0.233835,0.701252
biomedclip,0.233835,0.703041
biomedclip,0.23515,0.703041
biomedclip,0.23515,0.70483
biomedclip,0.235338,0.70483
biomedclip,0.235338,0.706619
biomedclip,0.239474,0.706619
biomedclip,0.239474,0.708408
biomedclip,0.240226,0.708408
biomedclip,0.240226,0.711986
biomedclip,0.240977,0.711986
biomedclip,0.240977,0.713775
biomedclip,0.241917,0.713775
biomedclip,0.241917,0.715564
biomedclip,0.243421,0.715564
biomedclip,0.243421,0.717352
biomedclip,0.246241,0.717352
biomedclip,0.246617,0.717352
biomedclip,0.247368,0.717352
biomedclip,0.247368,0.719141
biomedclip,0.247744,0.719141
biomedclip,0.247744,0.724508
biomedclip,0.247932,0.724508
biomedclip,0.247932,0.726297
biomedclip,0.250752,0.726297
biomedclip,0.251128,0.726297
biomedclip,0.253383,0.726297
biomedclip,0.253383,0.728086
biomedclip,0.253571,0.728086
biomedclip,0.253571,0.729875
biomedclip,0.254887,0.729875
biomedclip,0.255263,0.729875
biomedclip,0.255827,0.729875
biomedclip,0.255827,0.733453
biomedclip,0.256015,0.733453
biomedclip,0.256015,0.735242
biomedclip,0.256767,0.735242
biomedclip,0.256767,0.73703
biomedclip,0.259398,0.73703
biomedclip,0.259398,0.740608
biomedclip,0.259774,0.740608
biomedclip,0.26015,0.740608
biomedclip,0.26015,0.742397
biomedclip,0.260338,0.742397
biomedclip,0.260338,0.744186
biomedclip,0.26391,0.744186
biomedclip,0.26391,0.745975
biomedclip,0.264098,0.745975
biomedclip,0.264098,0.747764
biomedclip,0.26485,0.747764
biomedclip,0.265226,0.747764
biomedclip,0.265789,0.747764
biomedclip,0.265789,0.749553
biomedclip,0.271617,0.749553
biomedclip,0.271617,0.751342
biomedclip,0.271992,0.751342
biomedclip,0.271992,0.753131
biomedclip,0.275376,0.753131
biomedclip,0.275376,0.754919
biomedclip,0.27782,0.754919
biomedclip,0.278195,0.754919
biomedclip,0.281015,0.754919
biomedclip,0.281015,0.756708
biomedclip,0.281203,0.756708
biomedclip,0.281579,0.756708
biomedclip,0.281767,0.756708
biomedclip,0.281767,0.758497
biomedclip,0.282143,0.758497
biomedclip,0.282143,0.762075
biomedclip,0.282331,0.762075
biomedclip,0.282331,0.763864
biomedclip,0.282707,0.763864
biomedclip,0.282707,0.765653
biomedclip,0.287218,0.765653
biomedclip,0.287594,0.765653
biomedclip,0.290977,0.765653
biomedclip,0.290977,0.767442
biomedclip,0.295301,0.767442
biomedclip,0.295301,0.772809
biomedclip,0.296805,0.772809
biomedclip,0.296805,0.774597
biomedclip,0.298872,0.774597
biomedclip,0.298872,0.776386
biomedclip,0.30188,0.776386
biomedclip,0.30188,0.778175
biomedclip,0.304511,0.778175
biomedclip,0.304511,0.779964
biomedclip,0.306955,0.779964
biomedclip,0.306955,0.781753
biomedclip,0.308835,0.781753
biomedclip,0.308835,0.783542
biomedclip,0.310526,0.783542
biomedclip,0.310526,0.785331
biomedclip,0.310902,0.785331
biomedclip,0.310902,0.78712
biomedclip,0.316917,0.78712
biomedclip,0.316917,0.788909
biomedclip,0.318609,0.788909
biomedclip,0.318609,0.790698
biomedclip,0.318797,0.790698
biomedclip,0.318797,0.792487
biomedclip,0.320113,0.792487
biomedclip,0.320113,0.794275
biomedclip,0.32688,0.794275
biomedclip,0.32688,0.797853
biomedclip,0.327256,0.797853
biomedclip,0.327256,0.799642
biomedclip,0.329699,0.799642
biomedclip,0.329699,0.801431
biomedclip,0.330639,0.801431
biomedclip,0.331015,0.801431
biomedclip,0.334398,0.801431
biomedclip,0.334398,0.80322
biomedclip,0.337406,0.80322
biomedclip,0.337782,0.80322
biomedclip,0.342105,0.80322
biomedclip,0.342105,0.805009
biomedclip,0.342293,0.805009
biomedclip,0.342293,0.806798
biomedclip,0.34812,0.806798
biomedclip,0.348496,0.806798
biomedclip,0.348872,0.806798
biomedclip,0.348872,0.808587
biomedclip,0.354323,0.808587
biomedclip,0.354323,0.810376
biomedclip,0.359398,0.810376
biomedclip,0.359398,0.812165
biomedclip,0.361842,0.812165
biomedclip,0.361842,0.813953
biomedclip,0.365038,0.813953
biomedclip,0.365038,0.815742
biomedclip,0.367293,0.815742
biomedclip,0.367293,0.817531
biomedclip,0.368609,0.817531
biomedclip,0.368609,0.81932
biomedclip,0.368985,0.81932
biomedclip,0.369737,0.81932
biomedclip,0.370301,0.81932
biomedclip,0.370301,0.821109
biomedclip,0.371617,0.821109
biomedclip,0.371992,0.821109
biomedclip,0.379323,0.821109
biomedclip,0.379699,0.821109
biomedclip,0.381955,0.821109
biomedclip,0.381955,0.822898
biomedclip,0.384398,0.822898
biomedclip,0.384398,0.824687
biomedclip,0.38609,0.824687
biomedclip,0.38609,0.826476
biomedclip,0.386842,0.826476
biomedclip,0.386842,0.828265
biomedclip,0.389474,0.828265
biomedclip,0.389474,0.830054
biomedclip,0.392669,0.830054
biomedclip,0.392669,0.831843
biomedclip,0.393045,0.831843
biomedclip,0.393421,0.831843
biomedclip,0.393797,0.831843
biomedclip,0.393797,0.833631
biomedclip,0.397368,0.833631
biomedclip,0.397744,0.833631
biomedclip,0.403195,0.833631
biomedclip,0.403195,0.83542
biomedclip,0.408459,0.83542
biomedclip,0.408459,0.837209
biomedclip,0.412406,0.837209
biomedclip,0.412782,0.837209
biomedclip,0.413346,0.837209
biomedclip,0.413722,0.837209
biomedclip,0.416917,0.837209
biomedclip,0.417293,0.837209
biomedclip,0.421429,0.837209
biomedclip,0.421429,0.838998
biomedclip,0.423496,0.838998
biomedclip,0.423496,0.840787
biomedclip,0.425564,0.840787
biomedclip,0.42594,0.840787
biomedclip,0.434962,0.840787
biomedclip,0.434962,0.842576
biomedclip,0.435338,0.842576
biomedclip,0.435338,0.844365
biomedclip,0.436654,0.844365
biomedclip,0.436654,0.846154
biomedclip,0.436842,0.846154
biomedclip,0.436842,0.847943
biomedclip,0.439474,0.847943
biomedclip,0.439474,0.849732
biomedclip,0.441729,0.849732
biomedclip,0.441729,0.851521
biomedclip,0.442293,0.851521
biomedclip,0.442293,0.853309
biomedclip,0.442669,0.853309
biomedclip,0.449436,0.853309
biomedclip,0.449436,0.855098
biomedclip,0.45188,0.855098
biomedclip,0.452256,0.855098
biomedclip,0.45282,0.855098
biomedclip,0.45282,0.856887
biomedclip,0.457331,0.856887
biomedclip,0.457707,0.856887
biomedclip,0.465977,0.856887
biomedclip,0.465977,0.858676
biomedclip,0.468985,0.858676
biomedclip,0.468985,0.860465
biomedclip,0.47312,0.860465
biomedclip,0.47312,0.862254
biomedclip,0.475188,0.862254
biomedclip,0.475564,0.862254
biomedclip,0.484586,0.862254
biomedclip,0.484586,0.864043
biomedclip,0.490977,0.864043
biomedclip,0.491353,0.864043
biomedclip,0.496241,0.864043
biomedclip,0.496241,0.865832
biomedclip,0.496617,0.865832
biomedclip,0.496992,0.865832
biomedclip,0.497744,0.865832
biomedclip,0.497744,0.867621
biomedclip,0.499436,0.867621
biomedclip,0.499436,0.86941
biomedclip,0.50282,0.86941
biomedclip,0.50282,0.871199
biomedclip,0.503383,0.871199
biomedclip,0.503383,0.872987
biomedclip,0.503759,0.872987
biomedclip,0.503759,0.874776
biomedclip,0.504135,0.874776
biomedclip,0.513346,0.874776
biomedclip,0.513346,0.876565
biomedclip,0.51391,0.876565
biomedclip,0.51391,0.878354
biomedclip,0.519549,0.878354
biomedclip,0.519549,0.880143
biomedclip,0.528759,0.880143
biomedclip,0.529135,0.880143
biomedclip,0.530263,0.880143
biomedclip,0.530263,0.881932
biomedclip,0.540038,0.881932
biomedclip,0.540038,0.883721
biomedclip,0.542857,0.883721
biomedclip,0.542857,0.88551
biomedclip,0.550752,0.88551
biomedclip,0.550752,0.887299
biomedclip,0.553195,0.887299
biomedclip,0.553195,0.889088
biomedclip,0.555827,0.889088
biomedclip,0.555827,0.890877
biomedclip,0.557519,0.890877
biomedclip,0.557519,0.892665
biomedclip,0.565977,0.892665
biomedclip,0.565977,0.894454
biomedclip,0.570489,0.894454
biomedclip,0.570489,0.896243
biomedclip,0.573684,0.896243
biomedclip,0.573684,0.898032
biomedclip,0.575752,0.898032
biomedclip,0.575752,0.899821
biomedclip,0.579135,0.899821
biomedclip,0.579511,0.899821
biomedclip,0.589474,0.899821
biomedclip,0.589474,0.90161
